stage,merge_prob,adhesion,fragment_rate,heading_sigma,dist_s,dist_scale,init_n_clusters,nnd_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
3,0.8749058870546161,0.8175252050390138,0.004119690414425176,0.3146959147441809,0.8094244821744492,3.329649987237564,958,11.035103262293097,0.204859373335372,0.17479390489098087,0.44270093595091853,5.223542141772715,16.25864540406581
3,0.8723606845169032,0.7725977440907252,0.0003703544031181754,0.34444512740802335,0.8289584398540052,3.2179120054789085,880,12.643312307793913,0.12842027259896363,0.1496593317175283,0.2937522095928702,2.718318139093621,15.361630446887535
3,0.8645987786920987,0.7883654815571037,0.003691338608923875,0.44526228559492464,0.7851410797872105,3.3887113509274447,881,13.530763367024058,0.1400533710819506,0.140926884748137,0.2791465875712721,2.6012684340135968,16.132031801037655
3,0.8174933526520034,0.8173798981712445,0.0002290347432221217,0.6319681063719211,0.8145730698436543,3.3516803645839173,890,10.559985695142181,0.14112382607060803,0.1234906827286397,0.2959537794091631,2.6056828820841083,13.16566857722629
3,0.8423628030720313,0.9107829658476643,0.0003522058387013282,0.38876391273092237,0.8436221524979584,3.1907490277212824,932,13.976243697870668,0.17569115615988268,0.1276088960263275,0.3387164163029606,3.4201646848917076,17.396408382762374
3,0.9016764151478069,0.9006433076882735,0.001019910898722162,0.27950939410731845,0.7938992057250944,3.4393021393345284,949,10.604713329660195,0.20409057306275802,0.1518862943819997,0.44667564014893835,5.026525075936961,15.631238405597156
3,0.868471086211172,0.8245072218230869,0.00023227380815620308,0.46445454376236434,0.8413274505637158,3.171534758046426,906,14.530682094954722,0.17698678954990607,0.1297987485461635,0.31572249364664723,3.225080317427168,17.75576241238189
3,0.8512127335823979,0.749415540428259,0.0004679678777389883,0.2903718502910659,0.8690715177662833,3.2814282241126445,937,9.4294833536428,0.2058957397624661,0.1467929655165416,0.4343264383647547,4.870151436437624,14.299634790080423
3,0.8153304321811503,0.8155820477114405,0.0002948069712834196,0.39257995862372497,0.8998156945002999,3.3991658434455196,943,7.081203338757992,0.24953176767688764,0.20340292370603835,0.5352962925799866,6.882309839629126,13.963513178387117
3,0.8740259881837747,0.7336369912468066,0.002468775262241291,0.5760492736984998,0.8595845280198854,3.4514419598240256,867,11.49897783869213,0.1549644728869803,0.14019211643135562,0.2968438452909804,2.920004346093163,14.418982184785294
3,0.7707746260589734,0.9263350816093877,0.0007265024669478257,0.6514107465178397,0.837733727897541,3.2968835159888568,957,10.778374483417814,0.14885590924271358,0.12845464493805955,0.30175071064872866,2.790612648295018,13.56898713171283
3,0.8247387177324265,0.7594027833286905,0.0007707330403225333,0.2817408139783236,0.8886403786876949,3.4314108120754256,874,7.759731530503763,0.2446764588359951,0.14080395600282195,0.4071667114562942,4.926471262951112,12.686202793454875
3,0.8076241306559188,0.9017799667594354,0.0002153963368512614,0.17948900596424852,0.803219164732715,3.4567543341999922,918,8.756417156444114,0.2498997663884138,0.1718470667249112,0.5687419155036405,6.904887486169655,15.661304642613768
3,0.7830145602424495,0.7673163439803613,0.0003066484599318818,0.4651141520775423,0.8051249594162715,3.3566776273868943,978,10.690507205840586,0.15469406077180653,0.13072440526024887,0.33827317811135016,3.2369164414340554,13.92742364727464
3,0.8469596875185657,0.772282180599596,0.00033486110075655267,0.319064483432697,0.83826907768911,3.2257713880808185,860,11.147180405513856,0.17522267249483042,0.13121351992133756,0.2926366894600842,2.9907288187625216,14.137909224276378
3,0.871679450646079,0.8453229726703173,0.001961873492560789,0.37628776440990697,0.8081522470579375,3.352797965497592,910,8.99882928924775,0.1982360294164438,0.14048764116183066,0.32528025656869797,3.640039271469724,12.638868560717473
3,0.7982563915632764,0.9106161887981772,0.004227389352017044,0.5705056374288844,0.8877978943571178,3.348187011268688,890,9.631880106893545,0.1882116852357966,0.13035881659483484,0.3080512970505925,3.266217988812239,12.898098095705784
3,0.8795629273242099,0.8828992579455853,0.00031481155682200064,0.6703110540071511,0.8929584621932972,3.277357707319164,914,11.913491064795137,0.1810863548182414,0.1276179038419799,0.29702253859681266,3.0572679725703393,14.970759037365475
3,0.8168087764508745,0.8325966651055277,0.00046502070756429764,0.2581595544550927,0.892799653720602,3.3731309679775987,979,7.170017182019818,0.2569876456739021,0.264124990273889,0.6717877905551104,8.929004265029015,16.099021447048834
3,0.8583385558754785,0.7923207320116642,0.0024778712350673818,0.2997704525898579,0.8998568334002388,3.2808721500676565,910,7.636298104857789,0.22413343887287956,0.14537395895422914,0.4587544877212925,5.282618855484012,12.9189169603418
3,0.8573589851572779,0.7878384381927106,0.0008089324711749553,0.35256379220593576,0.7840102196898002,3.346351315933968,929,8.80780277672235,0.1946509894228454,0.14293193504527385,0.32634400040220995,3.6392692487032923,12.44707202542564
3,0.8081179484369694,0.8026803196770557,0.00022540822616381862,0.3325623991913031,0.8687270402173949,3.315199958265122,882,11.076378780870018,0.20269507395193162,0.1329603119107796,0.3353873850440276,3.710427709067388,14.786806489937405
3,0.776919292097467,0.8276874027414187,0.0008815585829863843,0.4083847611105132,0.8512838611655327,3.269548386089782,907,10.323770388534484,0.17980950529696466,0.12330098391565701,0.32536879075965897,3.284792799722806,13.60856318825729
3,0.8051750539817982,0.8592576730051454,0.00022265874673210994,0.5304016755503497,0.8765221087838457,3.274925273320207,863,11.396148525614603,0.1705329670045412,0.14331382513451188,0.28584764654079725,2.9969443867985035,14.393092912413106
3,0.859066224997164,0.8618899586310946,0.002134168475032901,0.2479947540787845,0.8491175657846689,3.281287553994127,867,8.981902799898998,0.22451167807328354,0.12464092115683607,0.32648156369890413,3.756341629290237,12.738244429189235
3,0.8492315822256286,0.8328907263150478,0.00250721755647059,0.35412572375805634,0.8297286772428784,3.2408388517284745,919,11.244126735824649,0.1722566474183029,0.1229238005667992,0.35269502824883137,3.478754762339335,14.722881498163984
3,0.826241581491667,0.7353957131407971,0.004068968169229789,0.5901925804007034,0.8820968274946586,3.314663365172699,905,12.876018799317725,0.14838297420630056,0.12976450244437326,0.28705207568298147,2.6519955233365526,15.528014322654277
3,0.8621079769587878,0.9412351536845373,0.0021475464313122786,0.2236070888236164,0.8763189810294918,3.30354882956349,861,10.369788284816554,0.22213045200657114,0.1300777028751398,0.3313974462412434,3.8360560112295436,14.205844296046099
3,0.7944579098859049,0.9227589307921822,0.0009247753280061468,0.5518302409802838,0.8335971367672937,3.1597768944084894,933,10.32192231493467,0.13446144190249737,0.11879425336542984,0.2813864108758208,2.3464210614374794,12.66834337637215
3,0.7985422470302393,0.750595851045324,0.00172689068064306,0.48423350530618064,0.8105665011239276,3.1724252827098947,958,16.65570152095552,0.13502552499095793,0.14025230270399533,0.27621320626839857,2.514910339633518,19.17061186058904
3,0.8582479863796741,0.7481127923283495,0.0023375897844014333,0.3710320905730706,0.8744515491348746,3.4331493411441523,878,9.900806837881886,0.2067670673700155,0.12892855692893587,0.34124166355296065,3.7693728785191203,13.670179716401005
3,0.8271226112102981,0.8919072455056447,0.004044105641867768,0.5102038617500085,0.8589628275371756,3.4647675309385026,874,9.149504805894884,0.2229598665940006,0.1376320775799759,0.3433992537084239,4.039911978824003,13.189416784718887
3,0.8464336952275835,0.878670415810978,0.00067059658654291,0.47174667888092847,0.8345810298097912,3.1797595606465765,906,12.262339249872284,0.1428370365561048,0.14114848685306947,0.28865191368748033,2.726374370966546,14.98871362083883
3,0.7581084277663098,0.8803168262943809,0.003309273648166368,0.267365326336626,0.8868723970585832,3.236746291855043,862,10.792845031833174,0.20112019689379793,0.13756569540877703,0.31187898620267673,3.5056487850525166,14.29849381688569
3,0.8037470223929245,0.8185841177562146,0.002796496477053028,0.4664647410796307,0.7911549979573894,3.225070514129709,947,12.527941192211815,0.14936380779523886,0.13190145870756612,0.3129016014931077,2.9416686799591263,15.469609872170942
3,0.8286512201447033,0.8557328477449417,0.0003136149518184409,0.4684279081773425,0.8191672478757052,3.172538190061237,904,11.764996466227982,0.15800330722287886,0.1294915886038522,0.2875059594888905,2.7500085531562157,14.515005019384198
3,0.8430465459795815,0.8493529194608536,0.0005237764386064441,0.406006618442891,0.8201476545128901,3.3088338590872883,955,11.050274392700366,0.19226854561116902,0.15488466748492,0.3833483368896828,4.305015499857717,15.355289892558083
3,0.8493817304030257,0.8192448515735106,0.0003510503723763884,0.29174173858940156,0.8710248074660781,3.249892079937065,944,9.174257417761599,0.21066209707974942,0.15608540758649447,0.4829540050445126,5.497015097107565,14.671272514869163
3,0.7790823279363618,0.7511492583903352,0.0028326007211990135,0.5058241910189849,0.7985553173606443,3.4491823630510234,963,10.428929797826191,0.1634307941206651,0.13556300375982877,0.3491780178540882,3.4817181573458207,13.910647955172012
3,0.837390025849692,0.8024077511420511,0.00040218115678541635,0.3477194187568001,0.8639031970152166,3.222762387256849,951,10.335830410007585,0.1897844972920206,0.14761116428165857,0.5000141585224847,5.3740982009616385,15.709928610969223
3,0.8978241509682481,0.8830796342440642,0.00025527202263523057,0.304725451861634,0.7952640868085862,3.345881113016219,890,9.656873516799608,0.18298903901984692,0.11048933887144109,0.28260002262198575,2.7607840051327375,12.417657521932346
3,0.8014051386169864,0.7258339480591735,0.0014955606795951815,0.5225164297362833,0.8477081236485159,3.191614078540795,945,13.31185439524588,0.1239237216291933,0.13118885434119731,0.30080291609034354,2.5591549206073414,15.871009315853222
3,0.8914837615730963,0.922651534724769,0.004178257600419153,0.6152833251110595,0.8653959099397259,3.213909485628931,981,10.29757260380926,0.15005489402660646,0.1283356186247958,0.2779428390039637,2.5633335165536595,12.86090612036292
3,0.7894230603667632,0.8057859113784541,0.0038335775708136046,0.6759896571404785,0.8180230657977045,3.4592657378457035,879,12.934849777634758,0.1336529005141966,0.15561863922519723,0.30823765159166927,2.9750919133106306,15.909941690945388
3,0.7916537448076438,0.7331592182307229,0.0017414996379258735,0.21439319714266677,0.8470191572413157,3.2982187965995657,897,9.369628526166972,0.20313161155524478,0.1254488384682838,0.37781741942136954,4.063978694448981,13.433607220615952
3,0.8626737272147833,0.8632332352977019,0.0006098330671653043,0.28479504365322894,0.880285253331484,3.3659296431837764,979,5.981348236477594,0.2890042986221004,0.3175272242222025,0.8567834734380025,11.633149962823055,17.614498199300648
3,0.785746260861472,0.9360972595510014,0.0039543009483100685,0.63781024131129,0.8315117533908153,3.4094819724385377,918,12.009999614578996,0.17555103544477357,0.13393078941086747,0.27525421711931863,2.847360419749597,14.857360034328593
3,0.8758425384080532,0.7785891245120821,0.0021894121015431332,0.25877877648115033,0.8160091484688528,3.2946258976489418,877,9.606839534483761,0.18039869268078915,0.12115750643519065,0.30160611053353287,3.0316230964951263,12.638462630978887
3,0.7975386231892237,0.8799973486354569,0.0018706192856737538,0.5969300144370894,0.8890946812945033,3.2397934635853916,950,11.73188489429403,0.15631928397983771,0.12644529911862776,0.28583296683421605,2.685975499326815,14.417860393620845
3,0.7803384548561199,0.871295507195314,0.00021192409319809909,0.19644050601712795,0.8805401769856455,3.389831007328584,895,8.143732376098782,0.24568680690452496,0.1536591400857035,0.42958690047101883,5.289328474612472,13.433060850711254
